"pos";"variable";"label";"value_labels"
"233";"dw17";"FURCHT: BETRIEBSVERLUST, SELBSTAENDIGE";"[2] JA,BERUFL.EXISTENZ"
"233";"dw17";"FURCHT: BETRIEBSVERLUST, SELBSTAENDIGE";"[3] JA,BERUFL.ANDERS"
"234";"dw18";"BERUFST.: ARBEITSLOS I.D. LETZTEN 10 J.?";"[-41] DATENFEHLER"
"234";"dw18";"BERUFST.: ARBEITSLOS I.D. LETZTEN 10 J.?";"[-10] TNZ: FILTER"
"234";"dw18";"BERUFST.: ARBEITSLOS I.D. LETZTEN 10 J.?";"[-9] KEINE ANGABE"
"234";"dw18";"BERUFST.: ARBEITSLOS I.D. LETZTEN 10 J.?";"[1] JA"
"234";"dw18";"BERUFST.: ARBEITSLOS I.D. LETZTEN 10 J.?";"[2] NEIN"
"235";"dw19";"DAUER DER ARBEITSLOSIGKEIT IN WOCHEN";"[-41] DATENFEHLER"
"235";"dw19";"DAUER DER ARBEITSLOSIGKEIT IN WOCHEN";"[-10] TNZ: FILTER"
"235";"dw19";"DAUER DER ARBEITSLOSIGKEIT IN WOCHEN";"[-9] KEINE ANGABE"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[-41] DATENFEHLER"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[-10] TNZ: FILTER"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[-9] KEINE ANGABE"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[1] UNTER 4 WOCHEN"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[2] 4 BIS 11 WOCHEN"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[3] 12 BIS 25 WOCHEN"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[4] 26 BIS 51 WOCHEN"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[5] 52 BIS 103 WOCHEN"
"236";"dw19c";"DAUER DER ARBEITSLOSIGKEIT, KATEGORIS.";"[6] 104 UND MEHR WOCHEN"
"237";"dw37";"BEFR.:NEBENERWERB, ARBEITSSTD. PRO WOCHE";"[-41] DATENFEHLER"
"237";"dw37";"BEFR.:NEBENERWERB, ARBEITSSTD. PRO WOCHE";"[-10] TNZ: FILTER"
"237";"dw37";"BEFR.:NEBENERWERB, ARBEITSSTD. PRO WOCHE";"[-9] KEINE ANGABE"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[-42] DATENFEHLER: MFN"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[-41] DATENFEHLER"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[-10] TNZ: FILTER"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[-9] KEINE ANGABE"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[1] SCHUELER,STUDENT"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[2] RENTNER"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[3] Z.Z. ARBEITSLOS"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[4] HAUSFRAU,-MANN"
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[5] WEHRDIENST U.AE."
"238";"dw03";"BEFR.: STATUS DER NICHTERWERBSTAETIGKEIT";"[6] NICHT BERUFSTAETIG"
"239";"dw12";"BEFR.: BIS WANN BERUFSTAETIG GEWESEN?";"[-50] NOCH NIE HAUPTBERUF"
"239";"dw12";"BEFR.: BIS WANN BERUFSTAETIG GEWESEN?";"[-41] DATENFEHLER"
"239";"dw12";"BEFR.: BIS WANN BERUFSTAETIG GEWESEN?";"[-10] TNZ: FILTER"
"239";"dw12";"BEFR.: BIS WANN BERUFSTAETIG GEWESEN?";"[-9] KEINE ANGABE"
"240";"dw12a";"BEFR.: ALTER BEI AUFGABE DES BERUFS";"[-32] NICHT GENERIERBAR"
"240";"dw12a";"BEFR.: ALTER BEI AUFGABE DES BERUFS";"[-10] TNZ: FILTER"
"241";"dw12b";"BEFR.: JAHRE SEIT AUFGABE DES BERUFS";"[-32] NICHT GENERIERBAR"
"241";"dw12b";"BEFR.: JAHRE SEIT AUFGABE DES BERUFS";"[-10] TNZ: FILTER"
"241";"dw12b";"BEFR.: JAHRE SEIT AUFGABE DES BERUFS";"[0] WENIGER ALS 1 JAHR"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[-42] DATENFEHLER: MFN"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[-41] DATENFEHLER"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[-10] TNZ: FILTER"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[-9] KEINE ANGABE"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[1] LANDWIRT"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[2] AKADEM.FREIER BERUF"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[3] SONST.SELBSTAENDIGE"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[4] BEAMT,RICHTER,SOLDAT"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[5] ANGESTELLTER"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[6] ARBEITER"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[7] IN AUSBILDUNG"
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[8] MITHELF.FAMILIENANG."
"242";"dw01a";"BEFR.: LETZTE BERUFLICHE STELLUNG";"[9] GENOSSENSCHAFTSBAUER"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[-42] DATENFEHLER: MFN"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[-41] DATENFEHLER"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[-10] TNZ: FILTER"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[-9] KEINE ANGABE"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[10] LANDWIRT,<10 HA"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[11] LANDWIRT,10-19HA"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[12] LANDWIRT,20-49HA"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[13] LANDWIRT,>49 HA"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[14] FREIBER,OHNE MITARB."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[15] FREIBERUFLER, 1 MIT."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[16] FREIBER.,2-9MITARB."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[17] FREIBERUFLER,>9 MIT."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[20] SELBST.,OHNE MITARB."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[21] SELBST., 1 MITARB."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[22] SELBST.,2-9 MIT."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[23] SELBST.,10-49 MIT."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[24] SELBST.,>49 MITARB."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[30] MITHELF.FAMILIENANG."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[40] BEAMTE,EINF.DIENST"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[41] BEAMTE,MITTLERER D."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[42] BEAMTE,GEHOB.DIENST"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[43] BEAMTE,HOEHERER D."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[50] MEISTER I.ANGEST.VER"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[51] ANGEST,EINFACH.TAET."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[52] ANGEST,SCHWIERIG.TAE"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[53] ANGEST,SELBST.TAETIG"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[54] ANGEST,FUEHRUNGSTAET"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[60] ARBEITER,UNGELERNT"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[61] ARBEITER,ANGELERNT"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[62] FACHARB.+GELERNTE A."
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[63] VORARB,KOLONNENFUEHR"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[64] MEISTER, POLIERE"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[65] GENOSSENSCHAFTSBAUER"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[70] KAUFM+VERWALT-AZUBIS"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[71] GEWERBLICHE AZUBIS"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[72] HAUSW.+LANDW.AZUBIS"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[73] BEAMTENANWAERTER"
"243";"dw02a";"BEFR.: LETZTE BERUFL.STELL., KENNZIFFER";"[74] PRAKTIKANT,VOLONTAER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[-41] DATENFEHLER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[-33] NICHT BESTIMMBAR"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[-10] TNZ: FILTER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[-9] KEINE ANGABE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[110] STREITKRAEFTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1110] ANG.GESETZG.KOERP.S."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1140] LEIT.BED.:INTR.ORG."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1142] LEIT.BED.:WIRT.VERB."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1200] GESCHAEFTSLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1210] DIREKTOR,H.GESCH.F."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1222] OP.LEIT.:VERARB.GEW."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1227] OP.LEIT.:GEW.DIENSTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1229] AND.OPERATIONSLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1231] VERWALTUNGSLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1232] PERSONALLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1233] VERK.-,ABSATZLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1235] VERTRIEBSLEITER U.AE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1236] EDV-ABTEILUNGSLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1239] AND.BEREICHSLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1300] BETRIEBSLEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1314] BETR.LEIT.:HANDEL"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1315] BETR.LEIT.:HOTEL U.A"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[1316] BETR.LEIT.:TRANSPORT"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2111] PHYSIKER,ASTRONOMEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2113] CHEMIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2131] SYSTEMPLANER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2139] AND.INFORMATIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2141] ARCHIT.,STADTPLANER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2142] BAUINGENIEURE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2143] ELEKTROINGENIEURE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2145] MASCHINENBAUINGEN."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2146] CHEMIEINGENIEURE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2147] BERGBAUINGENIEURE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2149] AND.ING.+ARCHITEKTEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2211] BIOLOGE,BOT.,ZOOLOGE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2213] AGRARWISSENSCHAFTLER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2221] AERZTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2222] ZAHNAERZTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2223] TIERAERZTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2224] APOTHEKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2310] HOCHSCHULLEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2320] SEKUNDARBER.LEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2331] WISS.PRIMARB.LEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2340] WISS.SONDERS.LEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2359] AND.WISSENS.LEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2411] BUCHPRUEFER U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2412] PERSONALFACHLEUTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2419] AND.ORGAN.EXPERTEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2422] RICHTER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2429] ANDERE JURISTEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2432] BIBLIOTHEKARE U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2441] WIRTSCHAFTSWISSENS."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2443] PHILOS.,HIST.,POLIT."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2444] PHILOLOGEN,UEBERSETZ"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2445] PSYCHOLOGEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2446] SOZIALARBEITER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2451] SCHRIFTST.,JOURNAL."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2452] BILDHAUER,KUNSTMALER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2454] TAENZER,CHOREOGRAPH."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2455] SCHAUSPIEL,REGISSEUR"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2460] GEISTLICHE,SEELSORG."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[2470] WISS.VERW.OEF.DIENST"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3111] CHEMO-,PHYSIKOTECHN."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3112] BAUTECHNIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3113] ELEKTROTECHNIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3114] FERNMELDETECHNIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3115] MASCHINENBAUTECHNIK."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3117] BERGBAU-HUETTENTECH."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3118] TECHNISCHE ZEICHNER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3119] AND.ING.TECHNIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3120] DATENVERARB.FACHKR."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3121] DATENVERARB.ASSIST."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3122] DATENVERARB.BEDIENER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3131] BEDIEN.BILD-,TONAUFZ"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3132] TELEF.FUNK.FERNS.BED"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3141] SCHIFFSINGENIEURE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3142] DECKOFFIZIER,LOTSE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3144] FLUGVERKEHRSLOTSEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3152] SICHERH.+QUAL.KONTR."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3211] BIOTECHNIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3212] AGRAR-,FORSTW.TECHN."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3213] LAND-,FORSTW.BERATER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3224] AUGENOPTIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3226] PHYSIOTHERAP. U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3228] PHARMAZEUT.ASSISTENT"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3229] AND.MEDIZ.FACHBERUFE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3231] KRANKENSCHWESTERN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3232] NICHTWISSEN.HEBAMMEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3320] N.WISS.VORSCH.LEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3330] N.WISS.SONDER.LEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3340] AND.NICHTWISS.LEHRER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3412] VERSICHER.VERTRETER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3413] IMMOBILIENMAKLER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3415] HANDELSVERTRETER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3416] EINKAEUFER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3419] AND.FIN.+VERK.FACHKR"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3429] AND.VERMITTL.DIENSTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3431] VERWALTUNGSSEKRETAER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3432] RECHTSFACHKR. U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3433] BUCHHALTER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3442] STEUERBEDIENSTETE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3443] SOZIALVERW.BEDIENST."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3449] AND.OEFF.VERW.FACHKR"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3450] POLIZEIKOMMISS.U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3460] SOZIALPFLEGEBERUFE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3471] DEKORATEURE,DESIGNER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3472] ANSAGER,FUNKSPRECHER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3475] SPORTLER,ATHLETEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[3480] ORDENSMITGLIED U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4111] STENOTYPISTEN U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4113] DATENERFASSER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4115] SEKRETAERINNEN,-RE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4121] BUCHHALTER+RECHNUNG"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4122] STATISTIK+FINANZANG."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4131] LAGERVERWALTER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4132] MATERIALPLANER U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4133] SPEDITIONSANGESTELLT"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4141] BIBLIOTH+REGIST.ANG."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4142] POSTVERTEILER U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4190] AND.BUEROANGESTELLTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4211] KASSIERER,KARTENVERK"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4212] SCHALTERBEDIENSTETE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4221] REISEBUEROANGESTELLT"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4222] EMPFANG,AUSKUNFT"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[4223] TELEFONISTEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5111] REISEBEGL.,STEWARDS"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5121] HAUSWIRTSCHAFTER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5122] KOECHE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5123] KELLNER,BARKEEPER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5131] KINDERPFLEGER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5132] PFLEGEKRAEFTE.I.INST"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5133] HAUS-,FAMILIENPFLEG."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5139] ANDERE PFLEGEBERUFE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5141] FRISEURE,KOSMETIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5149] AND.PERS.DIENSTLEIST"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5161] FEUERWEHRLEUTE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5162] POLIZISTEN"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5163] GEFAENGNISAUFSEHER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5169] AND SICHERHEITSBED."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[5220] VERKAUF,VORFUEHRUNG"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[6100] FACHKR.:LW+FISCHEREI"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[6111] FELDFRUCHT-,GEMUESE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[6112] BAUM-,STRAUCHFRUCHT"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[6121] MILCHVIEH,NUTZTIERE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[6141] WALDARBEITER U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7111] BERGLEUTE,STEINBRECH"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7122] MAURER,BAUSTEINM."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7123] BETONIERER U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7124] ZIMMERER,B.TISCHLER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7129] BAUKONSTRUKTION U.AE"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7131] DACHDECKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7132] FUSSBODEN+FLIESENLEG"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7134] ISOLIERER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7136] KLEMPNER,ROHRINSTAL."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7137] BAU- U.AE.ELEKTRIKER"
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7139] SONST.AUSBAU U.AE."
"244";"isco88a";"BEFR.: LETZTER BERUF, ISCO 1988";"[7141] AUSBAUMALER U.AE."
